"source","description","date","curator","revision","Increased abundance in Group 1","NCBI","Experiment","Study","Page Name"
"Figure 2, Figure 5","Alpha diversity metrics (Chao1 index, observed species, PD whole tree and Simpson index) of OTU-level fecal bacterial communities; Different structures of gut microbiota in the two groups.","2020-07-04","Mst Afroza Parvin","","increased","194,191303,1502,713,1129771,186828,117563,2382,43675,186804,416916,727,1268,32207,31979,1301,1300,186826,387090,91061,39778,29465,158846,729,724,203492,203491,203490,32066,848,135625,538998,28050,  33024, 80840,28216,40544,    506,165179,1224,36835,33038,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae,1263076","Experiment 2","Study 338","Signature 1"
"Figure 2, Figure 5","Alpha diversity metrics (Chao1 index, observed species, PD whole tree and Simpson index) of OTU-level fecal bacterial communities; Different structures of gut microbiota in the two groups.","2020-07-04","Mst Afroza Parvin","","decreased","119852,820,171550,1263,838,544448,31969,201174,85004,1678,28221,213115,194924,35832,447020,872,44748,1769729,2005519,990719,128827,526524,526525,239759,1730,626932,990721,1485,1302,244127,676517,1680,847,  75682,   846,61170,84107,  84998, 84999,186807,1185408,74426,31953,102106,    304,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ Paraprevotellaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__ Clostridiales;f__ Mogibacteriaceae","Experiment 2","Study 338","Signature 2"
"Figure 2 & Supplemental Figure S1& Text","The relative abundance of bacteria was calculated based on operational taxonomic units (OTUs). (A) Overview of the relative abundance of gut bacteria depicted at the phylum level in mice exposed to vehicle control vs. UFP.","2020-07-04","Zyaijah Bailey","","increased","74201","Experiment 1","Study 339","Signature 1"
"Figure 2 & Supplemental Figure S1& Text","The relative abundance of bacteria was calculated based on operational taxonomic units (OTUs). (A) Overview of the relative abundance of gut bacteria depicted at the phylum level in mice exposed to vehicle control vs. UFP.","2020-07-04","Zyaijah Bailey","","decreased","1239,1117,201174","Experiment 1","Study 339","Signature 2"
"Figure 1","Mean relative abundances of the top 20 bacterial genera of A) overweight/obese and B) non-overweight/non-obese children.","2020-07-06","Mst Afroza Parvin","","increased","189330","Experiment 1","Study 340","Signature 1"
"Figure 1","Mean relative abundances of the top 20 bacterial genera of A) overweight/obese and B) non-overweight/non-obese children.","2020-07-06","Mst Afroza Parvin","","decreased","1263,239934,375288","Experiment 1","Study 340","Signature 2"
"Table 3","Unadjusted and adjusted associations between the top 20 most abundant genera in 502 stool samples and overweight/obesity at the age of 3 years","2020-07-06","Mst Afroza Parvin","","increased","189330","Experiment 2","Study 340","Signature 1"
"Table 3","Unadjusted and adjusted associations between the top 20 most abundant genera in 502 stool samples and overweight/obesity at the age of 3 years","2020-07-06","Mst Afroza Parvin","","decreased","171551,186804","Experiment 2","Study 340","Signature 2"
"Table 4","Adjusted associations between relative abundances of 7 genera and overweight/obesity at the age of 3 years.","2020-07-06","Mst Afroza Parvin","","increased","189330,841,1301","Experiment 3","Study 340","Signature 1"
"Table 4","Adjusted associations between relative abundances of 7 genera and overweight/obesity at the age of 3 years.","2020-07-06","Mst Afroza Parvin","","decreased","375288,186804","Experiment 3","Study 340","Signature 2"
"Figure 3& Text","Linear discriminant analysis effect size (LEfSe) method to identify bacterial OTUs that are associated with smoking status.","2020-07-07","Zyaijah Bailey","","increased","32207,1301,29465","Experiment 1","Study 341","Signature 1"
"Figure 3 & Text","Linear discriminant analysis effect size (LEfSe) method to identify bacterial OTUs that are associated with smoking status.","2020-07-07","Zyaijah Bailey","","decreased","482,838","Experiment 2","Study 341","Signature 1"
"Table E5","Distinct nasal airway differential association with exacerbation, viral outcomes, and clinical events after adjustment for age","2020-07-07","Victoria Goulbourne","","decreased","724","Experiment 1","Study 342","Signature 1"
"Table E5","Distinct nasal airway differential association with exacerbation, viral outcomes, and clinical events after adjustment for age","2020-07-07","Victoria Goulbourne","","increased","1301","Experiment 2","Study 342","Signature 1"
"Table E5","Distinct nasal airway differential association with exacerbation, viral outcomes, and clinical events after adjustment for age","2020-07-07","Victoria Goulbourne","","decreased","1279","Experiment 2","Study 342","Signature 2"
"Table E5","Distinct nasal airway differential association with exacerbation, viral outcomes, and clinical events after adjustment for age","2020-07-07","Victoria Goulbourne","","increased","724,1301","Experiment 3","Study 342","Signature 1"
"Table E5","Distinct nasal airway differential association with exacerbation, viral outcomes, and clinical events after adjustment for age","2020-07-07","Victoria Goulbourne","","decreased","1279","Experiment 3","Study 342","Signature 2"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","decreased","475","Experiment 4","Study 342","Signature 1"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","increased","475","Experiment 5","Study 342","Signature 1"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","decreased","1651,1716,724,1279","Experiment 5","Study 342","Signature 2"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","increased","475","Experiment 6","Study 342","Signature 1"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","decreased","1279","Experiment 6","Study 342","Signature 2"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","increased","1301","Experiment 7","Study 342","Signature 1"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","decreased","1279","Experiment 7","Study 342","Signature 2"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","increased","724,1301","Experiment 8","Study 342","Signature 1"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","decreased","1279","Experiment 8","Study 342","Signature 2"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","increased","1301","Experiment 9","Study 342","Signature 1"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","decreased","1279","Experiment 9","Study 342","Signature 2"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","increased","1301","Experiment 10","Study 342","Signature 1"
"Table I","Distinct nasal airway differentially associated with exacerbation, viral outcomes, and clinical events","2020-07-07","Victoria Goulbourne","","decreased","1716,1279","Experiment 10","Study 342","Signature 2"
"Supplementary Table S3, Supplementary Figure S2","Phylogenetic biomarkers of domination of acute leukemia treated with antileukemia compared with allogeneic hematopoeitic stem cell transplant","2020-07-07","William Lam","","increased","1350,1578,375288","Experiment 1","Study 343","Signature 1"
"Supplementary Table S3, Supplementary Figure S2","Phylogenetic biomarkers of domination of acute leukemia treated with antileukemia compared with allogeneic hematopoeitic stem cell transplant","2020-07-07","William Lam","","decreased","1350,g__clostridium_cluster_XIVa,816","Experiment 1","Study 343","Signature 2"
"Figure 4a, text","the most differentially abundant taxa between the two groups were identified through the LDA score which was generated from LEfSe analysis (phylum to genus: p, phylum; c, class; o, order; f, family; g, genus)","2020-07-07","Zyaijah Bailey","","increased","1448937,459786,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__desulfovibrionales,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__desulfovibrionales;f__Desulfovibrionaceae,946234,28221,1224,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__ClostridiumIV,g__saccharibacteria_genera_incertae_sedis,203490,203491,32066,203492,k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__fusobacterium","Experiment 1","Study 344","Signature 1"
"Figure 4a, text","the most differentially abundant taxa between the two groups were identified through the LDA score which was generated from LEfSe analysis (phylum to genus: p, phylum; c, class; o, order; f, family; g, genus)","2020-07-07","Zyaijah Bailey","","decreased","57723,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4,286,351,91061,1236,72274,204457,13687,219686,219685,173479,80865,142182,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadacea,1300,1385,85023,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae1,k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Selenomonas,1301,1386,55968,191394,191393,200930,68337,248038,283168","Experiment 1","Study 344","Signature 2"
"Figure 4A","Significant bacteria, path abundance-coverage, gene families found in the gut microbiome and association with metadata. Figure shows graphs of linear discriminant analysis (LDA) scores for differentially abundant bacterial genera, families or species;","2020-07-08","Mst Afroza Parvin","","increased","158846,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_bacterium","Experiment 1","Study 345","Signature 1"
"Figure 4A","Significant bacteria, path abundance-coverage, gene families found in the gut microbiome and association with metadata. Figure shows graphs of linear discriminant analysis (LDA) scores for differentially abundant bacterial genera, families or species;","2020-07-08","Mst Afroza Parvin","","decreased","28221,194924,213115,1308,39486,649756,207244,29466,410072,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium 7_1_58FAA,459786,216572,61170,674529,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_citroniae,35833,291644,371601,28116,816,815","Experiment 1","Study 345","Signature 2"
"Figure 1a,1b","Bacterial biomarkers associated with depression severity with genus and species level resolution at admission","2020-07-08","Fatima Zohra","","increased","1263,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_noname;s__lachnospiraceae_bacterium_1_4_56FAA,292800","Experiment 1","Study 346","Signature 1"
"Figure 1a,1b","Bacterial biomarkers associated with depression severity with genus and species level resolution at admission","2020-07-08","Fatima Zohra","","decreased","201174,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_UCG_014,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae_UCG_010,1680,1288121,847","Experiment 1","Study 346","Signature 2"
"Figure 1a,1b","Bacterial biomarkers associated with depression severity with genus and species level resolution at admission","2020-07-08","Fatima Zohra","","increased","946234,1328,116085,1512","Experiment 2","Study 346","Signature 1"
"Figure 1c, 1d","Bacterial biomarkers associated with anxiety severity with genus and species level resolution at admission","2020-07-08","Fatima Zohra","","increased","1328,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_noname;s__lachnospiraceae_bacterium_1_4_56FAA","Experiment 3","Study 346","Signature 1"
"Figure 1c, 1d","Bacterial biomarkers associated with anxiety severity with genus and species level resolution at admission","2020-07-08","Fatima Zohra","","decreased","1239,186802,186801,1653,85007,1760,201174,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_1,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;f__Ruminococcaceae_UCG_010,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_1,1847725,28117,1680,360807,301301,39496,116085","Experiment 3","Study 346","Signature 2"
"Figure 1c, 1d","Bacterial biomarkers associated with anxiety severity with genus and species level resolution at admission","2020-07-08","Fatima Zohra","","increased","1358,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_noname;s__lachnospiraceae_bacterium_1_1_57FAA","Experiment 4","Study 346","Signature 1"
